date;position;mesure;limite
01/01/2023 12:57;45.76765 -0.43273;75;80
01/01/2023 12:57;48.76913166666667 0.649405;90;90
01/01/2023 12:57;48.769553333333334 0.64944;87;90
01/01/2023 12:57;48.80003 0.290885;71;90
01/01/2023 12:58;49.60185333333333 0.8570433333333334;76;80
01/01/2023 12:58;46.19276833333333 -1.1417716666666666;80;90
01/01/2023 12:58;46.19291 -1.1416566666666665;86;90
01/01/2023 12:58;46.191811666666666 -1.1432383333333334;74;90
01/01/2023 12:58;48.598641666666666 6.135773333333334;80;80
01/01/2023 12:58;48.59974833333333 6.129331666666666;83;80
01/01/2023 12:58;45.015855 -0.06294666666666666;46;80
01/01/2023 12:58;45.01615833333334 -0.06082;42;80
01/01/2023 12:58;45.01619 -0.060590000000000005;36;80
01/01/2023 12:58;47.94616833333333 3.032801666666667;90;90
01/01/2023 12:58;45.77495166666667 -0.4215933333333333;46;80
01/01/2023 12:58;46.962615 1.99599;87;90
01/01/2023 12:58;46.963005 1.9950350000000001;83;90
01/01/2023 12:58;46.96340166666667 1.9940566666666668;60;90
01/01/2023 12:58;47.024055 1.60798;86;90
01/01/2023 12:58;48.432626666666664 7.36547;63;80
01/01/2023 12:58;49.90462 4.705538333333333;84;80
01/01/2023 12:58;48.79295833333333 0.29312666666666665;52;80
01/01/2023 12:58;48.79136333333334 0.292175;22;80
01/01/2023 12:59;49.40150333333333 1.1639116666666667;43;80
01/01/2023 12:59;49.60545 0.8511866666666666;50;90
01/01/2023 12:59;49.605583333333335 0.8509716666666667;61;90
01/01/2023 12:59;49.605936666666665 0.850335;31;90
01/01/2023 12:59;48.98495 8.096466666666666;92;80
01/01/2023 12:59;48.98516166666667 8.102176666666667;94;80
01/01/2023 12:59;46.04203 0.9580933333333334;52;90
01/01/2023 12:59;48.60169333333333 6.144961666666667;83;80
01/01/2023 12:59;48.60211833333334 6.1459383333333335;89;80
01/01/2023 12:59;48.60404333333334 6.158471666666666;87;80
01/01/2023 12:59;48.60358166666666 6.1533283333333335;78;80
01/01/2023 12:59;48.60211833333334 6.1459383333333335;86;80
01/01/2023 12:59;48.603725 6.15738;83;80
01/01/2023 12:59;45.01526666666667 -0.07094666666666667;62;80
01/01/2023 12:59;45.01519833333333 -0.06990833333333332;63;80
01/01/2023 12:59;45.015168333333335 -0.06956166666666667;45;80
01/01/2023 12:59;45.015456666666665 -0.07300166666666666;62;80
01/01/2023 12:59;45.01522166666667 -0.07025666666666666;59;80
01/01/2023 12:59;49.315675 1.5113383333333332;60;80
01/01/2023 12:59;49.046525 7.45584;76;70
01/01/2023 12:59;46.96828 1.9923016666666666;84;90
01/01/2023 12:59;47.015496666666664 1.608545;90;90
01/01/2023 12:59;47.014813333333336 1.6085183333333333;86;90
01/01/2023 12:59;47.01254333333333 1.608355;88;90
01/01/2023 12:59;48.429845 7.361836666666667;36;80
01/01/2023 12:59;48.30054333333333 4.020431666666667;82;90
01/01/2023 12:59;48.300466666666665 4.020158333333334;80;90
01/01/2023 13:00;49.401158333333335 1.1651766666666667;21;80
01/01/2023 13:00;49.40069333333334 1.1672416666666667;58;80
01/01/2023 13:00;49.61096666666667 0.8420783333333334;81;80
01/01/2023 13:00;49.612678333333335 0.8392633333333334;86;80
01/01/2023 13:00;49.611075 0.8418966666666667;84;80
01/01/2023 13:00;48.851486666666666 4.16166;96;90
01/01/2023 13:00;48.85277 4.163955;93;90
01/01/2023 13:00;48.84709 4.155085;92;90
01/01/2023 13:00;48.84840166666667 4.156913333333334;93;90
01/01/2023 13:00;48.14044166666667 4.540306666666667;70;80
01/01/2023 13:00;48.60872833333333 6.1699166666666665;77;80
01/01/2023 13:00;48.60881666666667 6.170615;77;80
01/01/2023 13:00;48.607695 6.166193333333333;111;80
01/01/2023 13:00;48.60872833333333 6.1699166666666665;81;80
01/01/2023 13:00;48.60808 6.167236666666667;94;80
01/01/2023 13:00;49.10259166666667 6.17979;42;90
01/01/2023 13:00;45.01558 -0.07958833333333333;73;70
01/01/2023 13:00;45.015595 -0.08452;73;70
01/01/2023 13:00;45.015605 -0.08029333333333333;66;70
01/01/2023 13:00;45.015565 -0.07794666666666666;76;70
01/01/2023 13:00;45.01557666666667 -0.07726333333333332;74;70
01/01/2023 13:00;45.015591666666666 -0.08428;73;70
01/01/2023 13:00;48.56583 -3.8376283333333334;61;80
01/01/2023 13:00;48.566311666666664 -3.837425;50;80
01/01/2023 13:00;48.566455 -3.837423333333333;53;80
01/01/2023 13:00;49.042775 7.470221666666666;55;80
01/01/2023 13:00;45.78458 -0.43229833333333334;74;70
01/01/2023 13:00;46.98056166666667 2.001165;88;90
01/01/2023 13:00;46.977086666666665 1.9986633333333335;95;90
01/01/2023 13:00;47.000236666666666 1.6076266666666665;90;90
01/01/2023 13:00;46.99617166666667 1.6073933333333335;88;90
01/01/2023 13:00;48.79054 0.6745416666666666;43;80
01/01/2023 13:00;48.790123333333334 0.673995;42;80
01/01/2023 13:00;48.78854666666667 0.67067;72;80
01/01/2023 13:00;48.29877833333333 4.013916666666667;82;90
01/01/2023 13:00;48.298611666666666 4.013288333333334;98;90
01/01/2023 13:00;48.29828666666667 4.012015;74;90
01/01/2023 13:00;48.297286666666665 4.0083416666666665;65;90
01/01/2023 13:00;48.298205 4.011695;73;90
01/01/2023 13:00;48.29736833333333 4.0086216666666665;69;90
01/01/2023 13:00;48.779511666666664 0.29736;77;90
01/01/2023 13:00;48.781351666666666 0.29728499999999997;87;90
01/01/2023 13:01;49.39663 1.1806716666666666;62;90
01/01/2023 13:01;49.397776666666665 1.1775816666666667;44;80
01/01/2023 13:01;49.61851333333333 0.8296533333333334;75;80
01/01/2023 13:01;49.614955 0.8355266666666666;100;80
01/01/2023 13:01;49.616295 0.8333200000000001;81;80
01/01/2023 13:01;48.97915 8.126771666666667;95;80
01/01/2023 13:01;48.97765666666667 8.132568333333333;64;80
01/01/2023 13:01;48.97701833333333 8.133623333333333;60;80
01/01/2023 13:01;48.85816166666667 4.173618333333334;92;90
01/01/2023 13:01;48.85700166666667 4.171623333333334;58;90
01/01/2023 13:01;45.01405833333333 -0.09689833333333334;69;80
01/01/2023 13:01;45.01386166666666 -0.09835833333333334;67;80
01/01/2023 13:01;45.015625 -0.08784166666666667;77;70
01/01/2023 13:01;45.014315 -0.09503166666666667;62;80
01/01/2023 13:01;47.95029666666667 3.0563333333333333;63;80
01/01/2023 13:01;49.30282166666667 1.4971933333333334;102;80
01/01/2023 13:01;49.86897333333334 4.859321666666666;58;80
01/01/2023 13:01;45.79369333333333 -0.43986000000000003;35;80
01/01/2023 13:01;47.450606666666665 0.24395;78;80
01/01/2023 13:01;46.984875 1.6087383333333332;68;80
01/01/2023 13:01;46.993045 1.6072166666666665;101;90
01/01/2023 13:01;48.791558333333334 0.6757716666666667;27;80
01/01/2023 13:01;48.28984333333333 3.99238;86;90
01/01/2023 13:01;48.293951666666665 4.00038;88;90
01/01/2023 13:02;49.394355 1.1868883333333333;61;90
01/01/2023 13:02;49.393256666666666 1.1898383333333333;69;90
01/01/2023 13:02;49.393053333333334 1.190385;61;90
01/01/2023 13:02;49.622751666666666 0.8176383333333334;81;80
01/01/2023 13:02;49.621606666666665 0.8218533333333333;82;80
01/01/2023 13:02;49.622555 0.81837;80;80
01/01/2023 13:02;46.18143666666667 -1.1419116666666667;109;90
01/01/2023 13:02;48.86418166666667 4.182541666666666;89;90
01/01/2023 13:02;49.09854833333333 6.180588333333334;45;90
01/01/2023 13:02;47.96412 3.0667216666666666;71;80
01/01/2023 13:02;48.547066666666666 -3.832445;89;80
01/01/2023 13:02;45.80185 -0.446435;42;80
01/01/2023 13:02;47.44777666666667 0.25085833333333335;109;80
01/01/2023 13:02;46.98460166666667 1.6097350000000001;65;80
01/01/2023 13:02;46.984255 1.6109183333333332;32;80
01/01/2023 13:02;46.984523333333335 1.6100266666666667;60;80
01/01/2023 13:02;48.42876666666667 7.338305;51;80
01/01/2023 13:02;48.287475 3.9740983333333335;82;90
01/01/2023 13:02;48.28816 3.983655;91;90
01/01/2023 13:02;48.288396666666664 3.986441666666667;67;90
01/01/2023 13:02;48.287843333333335 3.9794016666666665;82;90
01/01/2023 13:02;48.2878 3.978735;85;90
01/01/2023 13:03;49.392175 1.1927516666666667;61;90
01/01/2023 13:03;49.39239333333333 1.1921533333333334;59;90
01/01/2023 13:03;49.39225833333333 1.1925483333333333;61;90
01/01/2023 13:03;48.97366666666667 8.149078333333334;75;80
01/01/2023 13:03;48.879268333333336 4.204438333333333;120;90
01/01/2023 13:03;49.089681666666664 6.1817166666666665;44;90
01/01/2023 13:03;49.09391333333333 6.180978333333333;50;80
01/01/2023 13:03;49.08894166666666 6.181755;40;90
01/01/2023 13:03;48.543075 -3.8246866666666666;72;80
01/01/2023 13:03;49.86897333333334 4.859321666666666;61;80
01/01/2023 13:03;47.000573333333335 2.0146983333333335;94;70
01/01/2023 13:03;46.97837666666667 1.6086133333333335;42;80
01/01/2023 13:03;48.43319666666667 7.331253333333334;64;80
01/01/2023 13:03;48.286683333333336 3.961145;72;90
01/01/2023 13:03;48.28659833333333 3.9598516666666668;76;90
01/01/2023 13:03;48.287281666666665 3.97024;54;90
01/01/2023 13:03;48.28733166666667 3.9716316666666667;68;90
01/01/2023 13:04;49.627775 0.7996599999999999;63;80
01/01/2023 13:04;49.627386666666666 0.7974066666666667;66;80
01/01/2023 13:04;49.627361666666665 0.7971983333333333;65;80
01/01/2023 13:04;48.888751666666664 4.224323333333333;92;90
01/01/2023 13:04;48.88623 4.218078333333334;101;90
01/01/2023 13:04;48.886343333333336 4.2183633333333335;100;90
01/01/2023 13:04;48.636988333333335 6.171435;123;110
01/01/2023 13:04;49.08705333333333 6.181995;47;90
01/01/2023 13:04;44.995848333333335 -0.12578666666666666;77;70
01/01/2023 13:04;44.99432 -0.12805666666666665;60;80
01/01/2023 13:04;49.286455 1.472815;87;80
01/01/2023 13:04;49.288075 1.475945;96;80
01/01/2023 13:04;49.020743333333336 7.491068333333334;54;80
01/01/2023 13:04;49.01974666666667 7.49109;55;80
01/01/2023 13:04;49.01593833333333 7.49361;63;80
01/01/2023 13:04;49.86897333333334 4.859321666666666;59;80
01/01/2023 13:04;47.44744 0.27649666666666667;87;80
01/01/2023 13:04;48.28380666666666 3.9403616666666665;86;90
01/01/2023 13:04;48.28456 3.943756666666667;93;90
01/01/2023 13:04;48.28387 3.9406766666666666;92;90
01/01/2023 13:05;49.62543333333333 0.7865233333333334;59;80
01/01/2023 13:05;48.890478333333334 4.228598333333333;93;90
01/01/2023 13:05;48.89612833333333 4.242583333333333;86;90
01/01/2023 13:05;48.890593333333335 4.228881666666667;115;90
01/01/2023 13:05;48.128463333333336 4.604348333333333;89;80
01/01/2023 13:05;49.081985 6.183371666666667;69;80
01/01/2023 13:05;44.98516166666667 -0.14165166666666668;64;80
01/01/2023 13:05;44.985281666666666 -0.141475;63;80
01/01/2023 13:05;44.985038333333335 -0.14183333333333334;74;80
01/01/2023 13:05;44.98979833333333 -0.134765;78;80
01/01/2023 13:05;44.989673333333336 -0.13494333333333333;79;80
01/01/2023 13:05;49.27987 1.4616366666666667;60;80
01/01/2023 13:05;48.494238333333335 -3.8397116666666666;31;80
01/01/2023 13:05;49.010945 7.497458333333333;60;70
01/01/2023 13:05;49.00639 7.501165;43;80
01/01/2023 13:05;45.819201666666665 -0.4779616666666667;43;80
01/01/2023 13:05;47.01441 2.02486;73;90
01/01/2023 13:05;47.02565166666667 2.0259183333333333;85;90
01/01/2023 13:05;47.01975 2.024268333333333;87;90
01/01/2023 13:05;46.970075 1.6153566666666666;51;80
01/01/2023 13:05;46.96092 1.61955;88;90
01/01/2023 13:05;46.964128333333335 1.6181033333333334;98;90
01/01/2023 13:05;46.961133333333336 1.61945;84;90
01/01/2023 13:05;46.96789 1.6163616666666667;105;90
01/01/2023 13:05;48.283406666666664 3.9384933333333336;77;90
01/01/2023 13:06;49.38727 1.222135;67;70
01/01/2023 13:06;49.387325 1.2213583333333333;71;70
01/01/2023 13:06;49.387345 1.2210916666666667;74;70
01/01/2023 13:06;49.387495 1.2187333333333332;83;70
01/01/2023 13:06;49.387771666666666 1.2150766666666666;58;70
01/01/2023 13:06;49.62341333333333 0.7777483333333334;47;80
01/01/2023 13:06;49.62338833333333 0.7775916666666667;52;80
01/01/2023 13:06;49.62293666666667 0.7751616666666667;34;80
01/01/2023 13:06;48.97542333333333 8.139755;40;80
01/01/2023 13:06;48.974765 8.14553;65;80
01/01/2023 13:06;48.97542833333333 8.139616666666667;39;80
01/01/2023 13:06;48.900391666666664 4.253135;80;90
01/01/2023 13:06;48.90224333333333 4.257665;89;90
01/01/2023 13:06;48.119881666666664 4.612635;91;80
01/01/2023 13:06;48.113398333333336 4.617043333333333;87;80
01/01/2023 13:06;44.979506666666666 -0.1502116666666667;109;80
01/01/2023 13:06;44.978966666666665 -0.15101833333333334;67;80
01/01/2023 13:06;44.979081666666666 -0.15084166666666665;73;80
01/01/2023 13:06;44.98359 -0.14402333333333334;79;80
01/01/2023 13:06;47.99465333333333 3.0655083333333333;67;70
01/01/2023 13:06;48.00190166666667 3.062695;86;80
01/01/2023 13:06;49.00212666666667 7.505341666666666;58;70
01/01/2023 13:06;49.86897333333334 4.859321666666666;41;80
01/01/2023 13:06;49.86897333333334 4.859321666666666;55;80
01/01/2023 13:06;45.823548333333335 -0.48235;29;80
01/01/2023 13:06;47.029378333333334 2.0255533333333333;93;90
01/01/2023 13:06;47.0341 2.0251183333333334;84;90
01/01/2023 13:06;47.033858333333335 2.0251433333333333;80;90
01/01/2023 13:06;47.033985 2.02513;84;90
01/01/2023 13:06;47.033233333333335 2.025193333333333;87;90
01/01/2023 13:06;47.029595 2.0255316666666667;94;90
01/01/2023 13:06;46.950493333333334 1.6243416666666666;91;90
01/01/2023 13:06;46.954951666666666 1.6222783333333335;103;90
01/01/2023 13:06;46.953695 1.6228516666666666;92;90
01/01/2023 13:06;46.94878833333333 1.6251383333333334;87;90
01/01/2023 13:06;48.36257333333333 1.442895;148;130
01/01/2023 13:07;49.38555 1.2465666666666666;78;80
01/01/2023 13:07;49.38627 1.23642;75;80
01/01/2023 13:07;49.386655 1.23061;110;80
01/01/2023 13:07;49.38553 1.24686;79;80
01/01/2023 13:07;49.38625 1.236715;76;80
01/01/2023 13:07;49.385785 1.2429866666666667;80;80
01/01/2023 13:07;49.622841666666666 0.77415;43;80
01/01/2023 13:07;48.90680666666667 4.268751666666667;99;90
01/01/2023 13:07;48.910275 4.277283333333333;89;90
01/01/2023 13:07;49.073213333333335 6.18452;49;80
01/01/2023 13:07;49.07221 6.184653333333333;54;80
01/01/2023 13:07;44.97792666666667 -0.15261;82;80
01/01/2023 13:07;44.97815666666666 -0.15226499999999998;77;80
01/01/2023 13:07;44.97449666666667 -0.15780666666666668;78;80
01/01/2023 13:07;44.97425666666667 -0.15816666666666668;76;80
01/01/2023 13:07;44.97461166666667 -0.15762166666666666;77;80
01/01/2023 13:07;44.97792666666667 -0.15261;79;80
01/01/2023 13:07;49.264923333333336 1.449805;81;80
01/01/2023 13:07;48.996763333333334 7.5236366666666665;81;80
01/01/2023 13:07;48.99661666666667 7.522763333333334;73;80
01/01/2023 13:07;49.88059666666667 4.80859;61;80
01/01/2023 13:07;49.878195 4.810545;79;80
01/01/2023 13:07;49.88107 4.808233333333334;76;80
01/01/2023 13:07;45.833263333333335 -0.4924233333333333;53;80
01/01/2023 13:07;45.828385 -0.4855433333333333;82;80
01/01/2023 13:07;47.03986833333333 2.0245783333333334;92;90
01/01/2023 13:07;47.048265 2.0238366666666665;69;70
01/01/2023 13:07;47.04759833333333 2.02391;69;70
01/01/2023 13:07;46.94325 1.627715;93;90
01/01/2023 13:07;46.94603166666667 1.6264216666666667;87;90
01/01/2023 13:07;46.945405 1.6267166666666668;89;90
01/01/2023 13:07;48.27727 3.907725;99;90
01/01/2023 13:07;48.27704333333333 3.9061;90;90
01/01/2023 13:07;48.277135 3.8915516666666665;87;90
01/01/2023 13:07;48.276795 3.9044683333333334;70;90
01/01/2023 13:07;48.277165 3.890875;88;90
01/01/2023 13:08;49.620983333333335 0.7654150000000001;38;80
01/01/2023 13:08;49.620711666666665 0.7638716666666666;45;80
01/01/2023 13:08;49.067095 6.185325;69;70
01/01/2023 13:08;49.065556666666666 6.185788333333333;76;80
01/01/2023 13:08;49.067675 6.185033333333333;82;70
01/01/2023 13:08;49.07056166666667 6.18494;48;80
01/01/2023 13:08;44.96606 -0.17054;66;80
01/01/2023 13:08;44.969145 -0.16594499999999998;79;80
01/01/2023 13:08;44.969025 -0.1661133333333333;84;80
01/01/2023 13:08;44.968028333333336 -0.16758833333333334;79;80
01/01/2023 13:08;44.96815333333333 -0.16738666666666668;80;80
01/01/2023 13:08;44.96765 -0.16815333333333332;77;80
01/01/2023 13:08;44.970348333333334 -0.164105;75;80
01/01/2023 13:08;48.01606666666667 3.0629383333333333;88;80
01/01/2023 13:08;49.256501666666665 1.45481;62;80
01/01/2023 13:08;49.25394166666667 1.4536633333333333;59;80
01/01/2023 13:08;48.997146666666666 7.53945;76;80
01/01/2023 13:08;48.99700333333333 7.5399883333333335;74;80
01/01/2023 13:08;47.444176666666664 0.3226866666666667;54;80
01/01/2023 13:08;47.44437166666667 0.3233616666666667;40;80
01/01/2023 13:08;46.92576666666667 1.63577;92;90
01/01/2023 13:08;46.931066666666666 1.6333616666666666;95;90
01/01/2023 13:08;46.931491666666666 1.6331666666666667;88;90
01/01/2023 13:08;46.92534166666667 1.63597;93;90
01/01/2023 13:08;48.42603666666667 7.270153333333333;80;80
01/01/2023 13:08;49.94199833333333 4.639338333333333;41;80
01/01/2023 13:08;48.27746833333333 3.883455;77;90
01/01/2023 13:09;49.61978666666667 0.7593599999999999;36;80
01/01/2023 13:09;49.61971833333333 0.759065;38;80
01/01/2023 13:09;49.619965 0.7599183333333334;42;80
01/01/2023 13:09;46.18324833333333 -1.0923566666666666;82;90
01/01/2023 13:09;46.182788333333335 -1.0920783333333333;75;90
01/01/2023 13:09;46.183415 -1.0924433333333334;83;90
01/01/2023 13:09;48.91936166666667 4.299441666666667;85;90
01/01/2023 13:09;48.116598333333336 4.643131666666667;89;80
01/01/2023 13:09;49.05598333333333 6.187306666666666;55;80
01/01/2023 13:09;49.062783333333336 6.18635;67;80
01/01/2023 13:09;49.06175833333333 6.186483333333333;70;80
01/01/2023 13:09;44.95883666666667 -0.18148833333333333;85;80
01/01/2023 13:09;44.963903333333334 -0.17383;84;80
01/01/2023 13:09;44.96294833333333 -0.17527166666666666;70;80
01/01/2023 13:09;49.25203666666667 1.4457616666666666;47;80
01/01/2023 13:09;49.25080666666667 1.4432766666666668;82;80
01/01/2023 13:09;48.993385 7.554815;72;70
01/01/2023 13:09;49.87521 4.794326666666667;72;80
01/01/2023 13:09;49.87367 4.800253333333333;60;80
01/01/2023 13:09;45.844721666666665 -0.5065383333333333;93;80
01/01/2023 13:09;45.843185 -0.5034516666666666;84;80
01/01/2023 13:09;45.84898666666667 -0.5133366666666667;86;80
01/01/2023 13:09;47.06282 2.0322666666666667;61;90
01/01/2023 13:09;46.920638333333336 1.6381633333333334;101;90
01/01/2023 13:09;46.91619333333333 1.6402266666666667;92;90
01/01/2023 13:09;46.91789 1.63945;103;90
01/01/2023 13:09;46.92021666666667 1.63836;100;90
01/01/2023 13:09;46.91129 1.6424566666666667;88;90
01/01/2023 13:09;46.91299 1.641695;90;90
01/01/2023 13:09;48.42114 7.251473333333333;64;80
01/01/2023 13:10;49.388435 1.2887433333333334;63;80
01/01/2023 13:10;49.61931666666667 0.75722;45;80
01/01/2023 13:10;46.197048333333335 -1.0953883333333334;78;90
01/01/2023 13:10;46.19345833333333 -1.0948416666666667;67;90
01/01/2023 13:10;46.190455 -1.094245;96;90
01/01/2023 13:10;46.194446666666664 -1.095035;50;90
01/01/2023 13:10;48.98650833333333 8.088065;78;80
01/01/2023 13:10;48.925398333333334 4.314251666666666;85;90
01/01/2023 13:10;48.704101666666666 6.134325;135;90
01/01/2023 13:10;48.70039666666667 6.124333333333333;136;90
01/01/2023 13:10;48.702906666666664 6.130698333333333;115;90
01/01/2023 13:10;49.055185 6.1873933333333335;65;80
01/01/2023 13:10;49.054075 6.187556666666667;56;80
01/01/2023 13:10;49.051946666666666 6.188211666666667;43;80
01/01/2023 13:10;49.052146666666665 6.188155;59;80
01/01/2023 13:10;44.95308166666667 -0.18992166666666668;78;80
01/01/2023 13:10;44.95430833333333 -0.18805833333333333;77;80
01/01/2023 13:10;48.48925833333333 -3.82621;86;80
01/01/2023 13:10;48.989976666666664 7.560851666666666;74;70
01/01/2023 13:10;48.99102 7.558725;67;70
01/01/2023 13:10;48.99115666666667 7.55856;64;70
01/01/2023 13:10;49.87742 4.78893;65;80
01/01/2023 13:10;46.905625 1.6450316666666667;81;90
01/01/2023 13:10;46.896881666666665 1.6490399999999998;90;90
01/01/2023 13:10;46.907125 1.6443699999999999;85;90
01/01/2023 13:10;46.90796666666667 1.6439866666666667;91;90
01/01/2023 13:10;48.417366666666666 7.250596666666667;54;80
01/01/2023 13:10;48.27603833333333 3.850528333333333;89;90
01/01/2023 13:10;48.27792 3.861555;88;90
01/01/2023 13:10;48.27803 3.862165;88;90
01/01/2023 13:10;48.277863333333336 3.861255;88;90
01/01/2023 13:11;49.38802666666667 1.2947766666666667;87;80
01/01/2023 13:11;49.38804833333333 1.2944833333333334;76;80
01/01/2023 13:11;49.38785166666667 1.2971483333333333;59;80
01/01/2023 13:11;49.38794 1.295965;73;80
01/01/2023 13:11;49.387966666666664 1.29567;72;80
01/01/2023 13:11;46.20507 -1.0895766666666666;84;90
01/01/2023 13:11;49.04238333333333 6.189391666666666;61;70
01/01/2023 13:11;49.04531166666667 6.18896;33;70
01/01/2023 13:11;44.94511333333333 -0.20201666666666668;79;80
01/01/2023 13:11;44.944445 -0.20302166666666668;74;80
01/01/2023 13:11;44.94792 -0.19769166666666665;74;80
01/01/2023 13:11;44.94618 -0.2003116666666667;78;80
01/01/2023 13:11;44.94607 -0.20048333333333332;78;80
01/01/2023 13:11;44.95039333333333 -0.19399666666666665;73;80
01/01/2023 13:11;44.950271666666666 -0.19418666666666665;71;80
01/01/2023 13:11;44.94952166666667 -0.19530833333333333;72;80
01/01/2023 13:11;48.040485 3.0570166666666667;35;80
01/01/2023 13:11;48.040215 3.0561883333333335;35;80
01/01/2023 13:11;48.00899666666667 0.31309666666666663;71;70
01/01/2023 13:11;47.08101333333333 2.04347;54;80
01/01/2023 13:11;47.082838333333335 2.0460333333333334;65;80
01/01/2023 13:11;47.43296 0.36288;81;80
01/01/2023 13:11;47.432465 0.36461;76;80
01/01/2023 13:11;46.89049833333333 1.6519833333333334;88;90
01/01/2023 13:11;46.89092333333333 1.65179;86;90
01/01/2023 13:11;46.890283333333336 1.6520816666666667;85;90
01/01/2023 13:11;48.274548333333335 3.837975;88;90
01/01/2023 13:11;48.274193333333336 3.8335966666666668;88;90
01/01/2023 13:11;48.27447166666666 3.8369583333333335;88;90
01/01/2023 13:11;48.274528333333336 3.8376283333333334;90;90
01/01/2023 13:12;46.20901166666667 -1.0895466666666667;86;90
01/01/2023 13:12;46.216395 -1.09007;42;90
01/01/2023 13:12;46.213715 -1.0908666666666667;85;90
01/01/2023 13:12;49.04038833333333 6.189635;65;70
01/01/2023 13:12;49.037348333333334 6.19024;55;80
01/01/2023 13:12;44.943448333333336 -0.20453166666666667;65;80
01/01/2023 13:12;44.94356 -0.20436666666666667;56;80
01/01/2023 13:12;44.938946666666666 -0.21128666666666665;69;70
01/01/2023 13:12;44.943778333333334 -0.20403333333333334;73;80
01/01/2023 13:12;44.939405 -0.21057333333333333;72;70
01/01/2023 13:12;48.039928333333336 3.049558333333333;53;80
01/01/2023 13:12;48.03964 3.044278333333333;51;80
01/01/2023 13:12;48.00809 0.33058333333333334;69;70
01/01/2023 13:12;46.87193333333333 1.6605283333333334;88;90
01/01/2023 13:12;46.88131833333333 1.6562233333333332;114;90
01/01/2023 13:12;46.87683166666667 1.6582816666666667;92;90
01/01/2023 13:12;48.27390833333333 3.818068333333333;83;90
01/01/2023 13:12;48.27413833333333 3.81884;58;90
01/01/2023 13:12;48.27282666666667 3.8113783333333333;45;80
01/01/2023 13:12;48.273983333333334 3.8183333333333334;91;90
01/01/2023 13:12;48.27377 3.8175383333333333;88;90
01/01/2023 13:13;49.37766333333333 1.325535;83;80
01/01/2023 13:13;49.38124833333333 1.31939;82;80
01/01/2023 13:13;49.380201666666665 1.321175;77;80
01/01/2023 13:13;49.37856166666667 1.3240033333333334;97;80
01/01/2023 13:13;49.61851 0.7490566666666666;28;80
01/01/2023 13:13;46.220751666666665 -1.0861016666666667;79;90
01/01/2023 13:13;46.22114 -1.0859016666666668;84;90
01/01/2023 13:13;46.22510166666667 -1.0833883333333334;86;90
01/01/2023 13:13;46.226101666666665 -1.0823716666666667;83;90
01/01/2023 13:13;46.22543833333334 -1.0830566666666666;86;90
01/01/2023 13:13;49.03298 6.190733333333333;91;80
01/01/2023 13:13;49.02643666666667 6.193525;95;80
01/01/2023 13:13;49.02431166666667 6.19562;85;80
01/01/2023 13:13;44.931023333333336 -0.22331499999999999;81;70
01/01/2023 13:13;44.934023333333336 -0.21891333333333335;64;70
01/01/2023 13:13;44.933915 -0.21907833333333335;59;70
01/01/2023 13:13;44.93201833333333 -0.221855;58;70
01/01/2023 13:13;44.93546333333333 -0.21670833333333334;79;70
01/01/2023 13:13;44.931133333333335 -0.22314666666666666;82;70
01/01/2023 13:13;48.03949166666666 3.03735;51;80
01/01/2023 13:13;46.14029166666667 0.19815666666666668;85;80
01/01/2023 13:13;46.139455 0.19194666666666665;88;80
01/01/2023 13:13;46.13972166666667 0.19392333333333334;83;80
01/01/2023 13:13;46.139021666666665 0.18874000000000002;104;80
01/01/2023 13:13;48.007325 0.339885;61;80
01/01/2023 13:13;49.883761666666665 4.7500333333333336;48;80
01/01/2023 13:13;49.883575 4.745723333333333;45;80
01/01/2023 13:13;49.883311666666664 4.7435133333333335;46;80
01/01/2023 13:13;48.27351 3.8042883333333335;49;80
01/01/2023 13:13;48.27244 3.8049566666666665;51;80
01/01/2023 13:14;49.372863333333335 1.333815;73;80
01/01/2023 13:14;49.37130333333333 1.3370533333333334;88;80
01/01/2023 13:14;49.61815 0.742915;22;90
01/01/2023 13:14;49.61802333333333 0.7401216666666667;72;70
01/01/2023 13:14;46.235995 -1.0767283333333333;88;90
01/01/2023 13:14;46.23564 -1.0760883333333333;74;90
01/01/2023 13:14;48.734835 6.157631666666667;116;90
01/01/2023 13:14;49.02265666666667 6.197848333333333;90;80
01/01/2023 13:14;44.92993666666667 -0.22506;71;70
01/01/2023 13:14;44.93005 -0.22489166666666666;67;70
01/01/2023 13:14;48.04423 3.02196;81;80
01/01/2023 13:14;46.13759 0.17752833333333334;53;80
01/01/2023 13:14;48.455215 -3.796125;65;80
01/01/2023 13:14;48.98985166666667 7.562621666666667;55;70
01/01/2023 13:14;48.99257166666666 7.556566666666667;76;70
01/01/2023 13:14;48.99057333333333 7.559553333333334;46;70
01/01/2023 13:14;48.00623 0.3549583333333333;81;80
01/01/2023 13:14;48.00594 0.35885500000000004;82;80
01/01/2023 13:14;48.00575 0.361535;86;80
01/01/2023 13:14;49.88536833333333 4.737803333333334;34;80
01/01/2023 13:14;49.88613333333333 4.7372016666666665;37;80
01/01/2023 13:14;49.89738166666667 4.629715;59;80
01/01/2023 13:14;49.89909333333333 4.631851666666667;76;80
01/01/2023 13:14;48.27308 3.8004366666666667;56;80
01/01/2023 13:14;48.27276833333333 3.797885;62;80
01/01/2023 13:14;48.271683333333335 3.7872216666666665;90;90
01/01/2023 13:14;48.27195666666667 3.790225;92;90
